Gene	seqnames	old_locus_tag	start	end	strand
b3938	metJ		4128078	4128395	-
b3939	metB		4128672	4129832	+
b3940	metL		4129835	4132267	+
b3941	metF		4132616	4133506	+
b3942	katG		4133835	4136015	+
b3943	yijE		4136108	4137013	+
b3944	yijF		4137040	4137657	-
b3945	gldA		4137932	4139035	-
b3946	fsaB		4139046	4139708	-
b3947	ptsA		4139720	4142221	-
b3949	frwC		4142530	4143609	+
b3950	frwB		4143624	4143944	+
b3951	pflD		4143995	4146292	+
b3952	pflC		4146258	4147136	+
b3953	frwD		4147138	4147479	+
b3954	yijO		4147466	4148317	-
b3955	eptC		4148532	4150265	-
b3956	ppc		4150447	4153098	-
b3957	argE		4153696	4154847	-
b3958	argC		4155001	4156005	+
b3959	argB		4156013	4156789	+
b3960	argH		4156850	4158223	+
b3961	oxyR		4158490	4159407	+
b3962	sthA		4159390	4160790	-
b3963	fabR		4161067	4161771	+
b3964	yijD		4161771	4162130	+
b3965	trmA		4162170	4163270	-
b3966	btuB		4163639	4165483	+
b3967	murI		4165428	4166285	+
b3972	murB		4172057	4173085	+
b3973	birA		4173082	4174047	+
b3974	coaA		4174076	4175026	-
b3980	tufB		4175944	4177128	+
b3981	secE		4177358	4177741	+
b3982	nusG		4177743	4178288	+
b3983	rplK		4178447	4178875	+
b3984	rplA		4178879	4179583	+
b3985	rplJ		4179996	4180493	+
b3986	rplL		4180560	4180925	+
b3987	rpoB		4181245	4185273	+
b3988	rpoC		4185350	4189573	+
b3989	yjaZ		4189786	4190325	+
b3990	thiH		4190735	4191868	-
b3991	thiG		4191865	4192635	-
b4407	thiS		4192637	4192837	-
b3992	thiF		4192821	4193576	-
b3993	thiE		4193569	4194204	-
b3994	thiC		4194204	4196099	-
b3995	rsd		4196332	4196808	-
b3996	nudC		4196903	4197676	+
b3997	hemE		4197716	4198780	+
b3998	nfi		4198790	4199461	+
b3999	yjaG		4199504	4200094	+
b4000	hupA		4200281	4200553	+
b4001	yjaH		4200566	4201261	+
b4002	zraP		4201263	4201688	-
b4003	zraS		4201926	4203323	+
b4004	zraR		4203320	4204645	+
b4005	purD		4204642	4205931	-
b4006	purH		4205943	4207532	-
b4011	yjaA		4213234	4213617	+
b4012	yjaB		4213680	4214123	-
b4013	metA		4214280	4215209	+
b4014	aceB		4215478	4217079	+
b4015	aceA		4217109	4218413	+
b4016	aceK		4218596	4220332	+
b4017	arpA		4220301	4222487	-
b4018	iclR		4222804	4223628	-
b4019	metH		4223828	4227511	+
b4020	yjbB		4227731	4229362	+
b4021	pepE		4229453	4230142	-
b4022	rluF		4230354	4231226	+
b4023	yjbD		4231359	4231631	-
b4024	lysC		4231884	4233233	-
b4025	pgi		4233758	4235407	+
b4026	yjbE		4235906	4236148	+
b4027	yjbF		4236262	4236900	+
b4028	yjbG		4236897	4237634	+
b4029	yjbH		4237634	4239730	+
b4620	yjbT		4239777	4240055	-
b4030	psiE		4240325	4240735	+
b4031	xylE		4240779	4242254	-
b4032	malG		4242626	4243516	-
b4033	malF		4243531	4245075	-
b4034	malE		4245229	4246419	-
b4035	malK		4246784	4247899	+
b4036	lamB		4247971	4249311	+
b4037	malM		4249554	4250474	+
b4038	yjbI		4250703	4252283	+
b4039	ubiC		4252506	4253003	+
b4040	ubiA		4253016	4253888	+
b4041	plsB		4254043	4256466	-
b4042	dgkA		4256637	4257005	+
b4043	lexA		4257115	4257723	+
b4044	dinF		4257742	4259121	+
b4045	yjbJ		4259237	4259446	+
b4046	zur		4259488	4260003	-
b4047	yjbL		4260321	4260575	+
b4048	yjbM		4260599	4261306	+
b4049	dusA		4261669	4262706	+
b4050	pspG		4262840	4263082	+
b4051	qorA		4263248	4264231	-
b4052	dnaB		4264314	4265729	+
b4053	alr		4265782	4266861	+
b4054	tyrB		4267114	4268307	+
b4621	yjbS		4268809	4269012	-
b4055	aphA		4269414	4270127	+
b4056	yjbQ		4270238	4270654	+
b4057	yjbR		4270658	4271014	+
b4058	uvrA		4271049	4273871	-
b4059	ssb		4274125	4274661	+
b4060	yjcB		4274760	4275041	-
b4061	pdeC		4275471	4277057	+
b4062	soxS		4277060	4277383	-
b4063	soxR		4277469	4277933	+
b4064	ghxP		4278479	4279828	+
b4065	yjcE		4279980	4281629	+
b4066	yjcF		4281783	4283075	-
b4067	actP		4283253	4284902	-
b4068	yjcH		4284899	4285213	-
b4069	acs		4285413	4287371	-
b4070	nrfA		4287764	4289200	+
b4071	nrfB		4289245	4289811	+
b4072	nrfC		4289808	4290479	+
b4073	nrfD		4290476	4291432	+
b4074	nrfE		4291512	4293170	+
b4075	nrfF		4293163	4293546	+
b4076	nrfG		4293543	4294139	+
b4077	gltP		4294481	4295794	+
b4078	yjcO		4296436	4297125	-
b4079	fdhF		4297219	4299366	-
b4080	mdtP		4299564	4301030	-
b4081	mdtO		4301027	4303078	-
b4082	mdtN		4303078	4304109	-
b4622	ytcA		4304128	4304403	-
b4083	yjcS		4304612	4306597	-
b4084	alsK		4306870	4307799	-
b4085	alsE		4307783	4308478	-
b4086	alsC		4308489	4309469	-
b4087	alsA		4309448	4310980	-
b4088	alsB		4311107	4312042	-
b4089	alsR		4312101	4312991	-
b4090	rpiB		4313350	4313799	+
b4487	yjdP		4313868	4314197	+
b4092	phnP		4314344	4315102	-
b4093	phnO		4315104	4315538	-
b4094	phnN		4315525	4316082	-
b4095	phnM		4316082	4317218	-
b4096	phnL		4317215	4317895	-
b4097	phnK		4318006	4318764	-
b4098	phnJ		4318761	4319606	-
b4099	phnI		4319599	4320663	-
b4100	phnH		4320663	4321247	-
b4101	phnG		4321244	4321696	-
b4102	phnF		4321697	4322422	-
b4583	phnE		4322443	4323281	-
b4105	phnD		4323336	4324352	-
b4106	phnC		4324377	4325165	-
b4107	yjdN		4325298	4325741	-
b4108	yjdM		4326399	4326734	-
b4109	crfC		4327135	4329363	+
b4110	yjcZ		4329360	4330238	+
b4111	proP		4330502	4332004	+
b4703	pmrR		4332116	4332205	+
b4112	basS		4332181	4333272	-
b4113	basR		4333282	4333950	-
b4114	eptA		4333947	4335590	-
b4115	adiC		4335694	4337031	-
b4116	adiY		4337168	4337929	-
b4117	adiA		4338254	4340521	-
b4118	melR		4340720	4341628	-
b4119	melA		4341911	4343266	+
b4120	melB		4343369	4344790	+
b4121	yjdF		4344929	4345558	-
b4122	fumB		4345680	4347326	-
b4123	dcuB		4347404	4348744	-
b4124	dcuR		4349315	4350034	-
b4125	dcuS		4350031	4351662	-
b4126	yjdI		4351843	4352073	+
b4127	yjdJ		4352085	4352357	+
b4128	ghoS		4352584	4352880	+
b4559	ghoT		4352908	4353081	+
b4129	lysU		4353200	4354717	-
b4130	dtpC		4354954	4356411	-
b4131	cadA		4356470	4358617	-
b4132	cadB		4358697	4360031	-
b4133	cadC		4360396	4361934	-
b4135	yjdC		4362733	4363308	-
b4136	dsbD		4363345	4365042	-
b4137	cutA		4365018	4365356	-
b4138	dcuA		4365472	4366773	-
b4139	aspA		4366891	4368327	-
b4140	fxsA		4368664	4369140	+
b4141	yjeH		4369156	4370412	-
b4142	groS		4370688	4370981	+
b4143	groL		4371025	4372671	+
b4144	yjeI		4372809	4373162	+
b4145	yjeJ		4373365	4374234	-
b4146	epmB		4374629	4375657	-
b4147	efp		4375699	4376265	+
b4410	ecnA		4376317	4376442	+
b4411	ecnB		4376553	4376699	+
b4148	gdx		4376875	4377192	+
b4149	blc		4377189	4377722	-
b4150	ampC		4377811	4378944	-
b4151	frdD		4379007	4379366	-
b4152	frdC		4379377	4379772	-
b4153	frdB		4379783	4380517	-
b4154	frdA		4380510	4382318	-
b4155	epmA		4382643	4383620	+
b4156	yjeM		4383839	4385341	+
b4157	yjeN		4385393	4385707	+
b4158	yjeO		4385704	4386018	+
b4159	mscM		4386047	4389370	-
b4160	psd		4389392	4390360	-
b4161	rsgA		4390457	4391509	-
b4162	orn		4391604	4392149	+
b4670	yjeV		4392892	4392945	+
b4166	queG		4392928	4394067	-
b4167	nnr		4394066	4395613	+
b4168	tsaE		4395585	4396046	+
b4169	amiB		4396065	4397402	+
b4170	mutL		4397412	4399259	+
b4171	miaA		4399252	4400202	+
b4172	hfq		4400288	4400596	+
b4173	hflX		4400672	4401952	+
b4174	hflK		4402038	4403297	+
b4175	hflC		4403300	4404304	+
b4176	yjeT		4404386	4404583	+
b4177	purA		4404687	4405985	+
b4178	nsrR		4406190	4406615	+
b4179	rnr		4406654	4409095	+
b4180	rlmB		4409275	4410006	+
b4181	yjfI		4410133	4410534	+
b4182	yjfJ		4410553	4411251	+
b4183	yjfK		4411302	4411961	+
b4184	yjfL		4411979	4412377	+
b4185	yjfM		4412387	4413025	+
b4186	yjfC		4413028	4414191	+
b4187	aidB		4414275	4415900	+
b4188	yjfN		4416017	4416292	-
b4189	bsmA		4416441	4416770	-
b4190	yjfP		4416952	4417701	+
b4191	ulaR		4417698	4418453	-
b4192	ulaG		4418561	4419625	-
b4193	ulaA		4419980	4421377	+
b4194	ulaB		4421393	4421698	+
b4195	ulaC		4421708	4422172	+
b4196	ulaD		4422186	4422836	+
b4197	ulaE		4422846	4423700	+
b4198	ulaF		4423700	4424386	+
b4199	yjfY		4424516	4424791	-
b4200	rpsF		4425118	4425513	+
b4201	priB		4425520	4425834	+
b4202	rpsR		4425839	4426066	+
b4203	rplI		4426108	4426557	+
b4204	yjfZ		4426628	4427422	-
b4205	ytfA		4427694	4428095	+
b4206	ytfB		4428079	4428717	-
b4207	fklB		4428935	4429555	+
b4208	cycA		4429864	4431276	+
b4209	ytfE		4431321	4431983	-
b4210	ytfF		4432091	4433056	-
b4211	qorB		4433164	4434024	-
b4212	ytfH		4434113	4434493	+
b4213	cpdB		4434622	4436565	-
b4214	cysQ		4436755	4437495	+
b4215	ytfI		4437707	4438645	+
b4216	ytfJ		4438708	4439262	-
b4217	ytfK		4439587	4439793	+
b4218	ytfL		4439872	4441215	-
b4219	msrA		4441538	4442176	-
b4220	tamA		4442382	4444115	+
b4221	tamB		4444112	4447891	+
b4222	ytfP		4447894	4448235	+
b4223	yzfA		4447976	4448245	-
b4224	chpS		4448447	4448698	+
b4225	chpB		4448692	4449042	+
b4226	ppa		4449122	4449652	-
b4227	ytfQ		4449962	4450918	+
b4485	ytfR		4451058	4452560	+
b4230	ytfT		4452571	4453596	+
b4231	yjfF		4453583	4454578	+
b4232	fbp		4454611	4455609	-
b4233	mpl		4455785	4457158	+
b4234	yjgA		4457314	4457865	-
b4235	pmbA		4457959	4459311	+
b4237	nrdG		4459900	4460364	-
b4238	nrdD		4460522	4462660	-
b4239	treC		4463054	4464709	-
b4240	treB		4464759	4466180	-
b4241	treR		4466299	4467246	-
b4702	mgtL		4467431	4467484	+
b4242	mgtA		4467625	4470321	+
b4243	ridA		4470527	4470913	-
b4244	pyrI		4470986	4471447	-
b4245	pyrB		4471460	4472395	-
b4246	pyrL		4472399	4472533	-
b4248	yjgH		4472814	4473209	-
b4249	bdcA		4473340	4474053	-
b4251	bdcR		4474124	4474717	+
b4252	tabA		4474862	4475314	+
b4253	yjgL		4475437	4477251	+
b4254	argI		4477307	4478311	-
b4255	rraB		4478473	4478889	+
b4256	yjgM		4479034	4479537	-
b4257	yjgN		4479730	4480926	+
b4258	valS		4480982	4483837	-
b4259	holC		4483837	4484280	-
b4260	pepA		4484440	4485951	-
b4261	lptF		4486218	4487318	+
b4262	lptG		4487318	4488400	+
b4263	yjgR		4488561	4490063	-
b4264	idnR		4490141	4491139	-
b4265	idnT		4491206	4492525	-
b4266	idnO		4492587	4493351	-
b4267	idnD		4493375	4494406	-
b4268	idnK		4494623	4495186	+
b4269	ahr		4495190	4496209	-
b4271	intB		4496750	4497940	+
b4272	insC-6		4498272	4498637	+
b4273	insD-6		4498595	4499500	+
b4575	yjgX		4499593	4500791	-
b4277	yjgZ		4501260	4501589	+
b4278	insG		4502103	4503431	-
b4279	yjhB		4504058	4505275	+
b4280	yjhC		4505287	4506405	+
b4655	ythA		4506448	4506573	+
b4281	yjhD		4506626	4506856	-
b4282	yjhE		4506861	4507109	+
b4623	insO		4507197	4507451	+
b4284	insI-3		4507466	4508617	-
b4286	yjhV		4509804	4510133	+
b4287	fecE		4510690	4511457	-
b4288	fecD		4511458	4512414	-
b4289	fecC		4512411	4513409	-
b4290	fecB		4513406	4514308	-
b4291	fecA		4514353	4516677	-
b4292	fecR		4516764	4517717	-
b4293	fecI		4517714	4518235	-
b4294	insA-7		4518527	4518802	+
b4295	yjhU		4519338	4520324	-
b4296	yjhF		4520671	4522020	-
b4297	yjhG		4522127	4524094	-
b4298	yjhH		4524105	4525010	-
b4299	yjhI		4525015	4525803	-
b4300	sgcR		4526106	4526888	-
b4301	sgcE		4526905	4527537	-
b4302	sgcA		4527549	4527980	-
b4303	sgcQ		4528111	4528917	-
b4304	sgcC		4528930	4530243	-
b4565	sgcB		4530255	4530533	-
b4305	sgcX		4530530	4531651	-
b4306	yjhP		4532437	4533183	-
b4307	yjhQ		4533239	4533784	-
b4566	topAI		4533796	4534053	-
b4657	yjhZ		4534430	4534675	-
b4308	yjhR		4535015	4536031	+
b4309	nanS		4536614	4537594	-
b4310	nanM		4537659	4538765	-
b4311	nanC		4538785	4539501	-
b4312	fimB		4540957	4541559	+
b4313	fimE		4542037	4542633	+
b4314	fimA		4543115	4543663	+
b4315	fimI		4543728	4544267	+
b4316	fimC		4544304	4545029	+
b4317	fimD		4545096	4547732	+
b4318	fimF		4547742	4548272	+
b4319	fimG		4548285	4548788	+
b4320	fimH		4548808	4549710	+
b4321	gntP		4549953	4551296	-
b4322	uxuA		4551636	4552820	+
b4323	uxuB		4552901	4554361	+
b4324	uxuR		4554576	4555349	+
b4325	yjiC		4555490	4556320	-
b4720	ytiC		4556574	4556675	+
b4721	ytiD		4556654	4556797	+
b4722	idlP		4556913	4556996	+
b4326	iraD		4556993	4557385	+
b4327	hypT		4557378	4558289	-
b4328	iadA		4558354	4559526	-
b4329	yjiG		4559539	4560000	-
b4330	yjiH		4559997	4560680	-
b4331	kptA		4560930	4561484	+
b4332	yjiJ		4561497	4562675	-
b4333	yjiK		4562743	4563603	-
b4715	ytiA		4563668	4563925	-
b4334	yjiL		4563922	4564689	-
b4335	yjiM		4564699	4565850	-
b4336	yjiN		4565966	4567246	-
b4337	mdtM		4567287	4568519	-
b4584	rpnD		4568998	4569918	+
b4340	yjiR		4570162	4571574	-
b4341	yjiS		4571751	4571915	+
b4342	yjiT		4572414	4573931	+
b4486	yjiV		4574135	4576855	+
b4345	mcrC		4576912	4577958	-
b4346	mcrB		4577958	4579337	-
b4347	symE		4579499	4579840	-
b4348	hsdS		4580068	4581462	-
b4349	hsdM		4581459	4583048	-
b4350	hsdR		4583249	4586761	-
b4351	mrr		4586949	4587863	+
b4352	yjiA		4587909	4588865	-
b4353	yjiX		4588876	4589079	-
b4354	btsT		4589129	4591279	-
b4355	tsr		4591657	4593312	+
b4356	lgoT		4593361	4594722	-
b4357	lgoR		4594937	4595851	-
b4358	lgoD		4595990	4597012	+
b4359	opgB		4597150	4599441	-
b4360	yjjA		4599695	4600189	-
b4361	dnaC		4600238	4600975	-
b4362	dnaT		4600978	4601517	-
b4363	yjjB		4601624	4602097	-
b4364	yjjP		4602088	4602858	-
b4365	yjjQ		4603477	4604202	+
b4366	bglJ		4604160	4604837	+
b4367	fhuF		4604875	4605663	-
b4567	yjjZ		4605804	4606040	+
b4371	rsmC		4606669	4607700	-
b4372	holD		4607803	4608216	+
b4373	rimI		4608185	4608631	+
b4374	yjjG		4608646	4609323	+
b4375	prfC		4609414	4611003	+
b4376	osmY		4611396	4612001	+
b4568	ytjA		4612128	4612289	+
b4377	yjjU		4612411	4613484	+
b4378	yjjV		4613481	4614260	+
b4379	yjjW		4614680	4615543	-
b4380	yjjI		4615515	4617065	-
b4381	deoC		4617323	4618102	+
b4382	deoA		4618229	4619551	+
b4383	deoB		4619603	4620826	+
b4384	deoD		4620883	4621602	+
b4385	yjjJ		4621769	4623100	+
b4386	lplA		4623101	4624117	-
b4387	ytjB		4624145	4624789	-
b4388	serB		4624895	4625863	+
b4389	radA		4625912	4627294	+
b4390	nadR		4627315	4628547	+
b4391	ettA		4628855	4630522	-
b4392	slt		4630733	4632670	+
b4393	trpR		4632760	4633086	+
b4394	yjjX		4633233	4633745	-
b4395	ytjC		4633797	4634444	+
b4396	rob		4634441	4635310	-
b4397	creA		4635521	4635994	+
b4398	creB		4636007	4636696	+
b4399	creC		4636696	4638120	+
b4400	creD		4638178	4639530	+
b4401	arcA		4639590	4640306	-
b4402	yjjY		4640402	4640542	+
b4403	yjtD		4640942	4641628	+
